trade_id,pair,strategy,side,entry_time,exit_time,entry_price,exit_price,size,pnl_usdt,pnl_percent,fee_usdt,mae_percent,mfe_percent,holding_bars,entry_reason,exit_reason
BT_1771660907584_11,BTC/USDT,SMA_5_20,long,2026-01-17T15:00:00+00:00,2026-01-17T23:00:00+00:00,95573.64,95147.77,0.001,-191.14728,-4.455935758018585,190.72141,-5.478916571556754,0.688578984749327,8,signal,signal
BT_1771660907586_12,BTC/USDT,SMA_5_20,short,2026-01-17T23:00:00+00:00,2026-01-18T18:00:00+00:00,95147.77,95439.6,0.001,-190.87920000000003,-3.06712390631963,190.58737000000002,-2.4012123458069605,2.8528256626508672,19,signal,signal
BT_1771660907587_13,BTC/USDT,SMA_5_20,long,2026-01-18T18:00:00+00:00,2026-01-18T23:00:00+00:00,95439.6,93673.14,0.001,-190.87920000000003,-18.508669357373734,189.11274000000003,-2.7106148810348287,0.9589310935920679,5,signal,signal
BT_1771660907589_14,BTC/USDT,SMA_5_20,short,2026-01-18T23:00:00+00:00,2026-01-19T17:00:00+00:00,93673.14,93242.99,0.001,-186.48598,4.592031397687685,186.91613,-19.487550006330594,18.820122822828424,18,signal,signal
BT_1771660907590_15,BTC/USDT,SMA_5_20,long,2026-01-19T17:00:00+00:00,2026-01-19T23:00:00+00:00,93242.99,92631.0,0.001,-186.48597999999998,-6.563388840276413,185.87399,-7.2628516095419755,1.5707347008069115,6,signal,signal
BT_1771660907596_16,BTC/USDT,SMA_5_20,short,2026-01-19T23:00:00+00:00,2026-01-21T15:00:00+00:00,92631.0,90288.04,0.001,-180.57608,25.293476266044912,182.91904,-2.58012976217465,51.11701266314738,40,signal,signal
BT_1771660907596_17,BTC/USDT,SMA_5_20,long,2026-01-21T15:00:00+00:00,2026-01-21T16:00:00+00:00,90288.04,87602.4,0.001,-180.57608000000002,-29.745246435740547,177.89044,-5.852934674404241,3.167196895624342,1,signal,signal
BT_1771660907597_18,BTC/USDT,SMA_5_20,short,2026-01-21T16:00:00+00:00,2026-01-21T21:00:00+00:00,87602.4,90249.18,0.001,-180.49836000000002,-30.213555792991958,177.85158,-32.505958740856485,3.8682730153511242,5,signal,signal
BT_1771660907599_19,BTC/USDT,SMA_5_20,long,2026-01-21T21:00:00+00:00,2026-01-22T14:00:00+00:00,90249.18,89088.59,0.001,-180.49835999999996,-12.8598398345558,179.33776999999998,-10.018927595796407,1.4163009569727614,17,signal,signal
BT_1771660907601_20,BTC/USDT,SMA_5_20,short,2026-01-22T14:00:00+00:00,2026-01-23T02:00:00+00:00,89088.59,89663.48,0.001,-179.32696,-6.45301491470456,178.75207,-9.625699542444305,6.434269528791522,12,signal,signal
BT_1771660907602_21,BTC/USDT,SMA_5_20,long,2026-01-23T02:00:00+00:00,2026-01-23T09:00:00+00:00,89663.48,88977.72,0.001,-179.32695999999999,-7.648152848852117,178.6412,-5.912440605695765,4.745075698601108,7,signal,signal
BT_1771660907603_22,BTC/USDT,SMA_5_20,short,2026-01-23T09:00:00+00:00,2026-01-23T16:00:00+00:00,88977.72,90124.85,0.001,-180.24970000000002,-12.892328551462148,179.10257000000001,-9.97789109453465,4.488314602801697,7,signal,signal
BT_1771660907604_23,BTC/USDT,SMA_5_20,long,2026-01-23T16:00:00+00:00,2026-01-24T00:00:00+00:00,90124.85,89452.83,0.001,-180.24970000000002,-7.456545003958443,179.57768000000002,-10.25433052038381,12.206844172278782,8,signal,signal
BT_1771660907605_24,BTC/USDT,SMA_5_20,short,2026-01-24T00:00:00+00:00,2026-01-24T02:00:00+00:00,89452.83,89702.85,0.001,-179.40570000000002,-2.7949926234866362,179.15568000000002,-1.9292849650480788,0.3179329262137635,2,signal,signal
BT_1771660907606_25,BTC/USDT,SMA_5_20,long,2026-01-24T02:00:00+00:00,2026-01-24T08:00:00+00:00,89702.85,89660.88,0.001,-179.40570000000002,-0.467878110896155,179.36373000000003,-1.7012837384765431,2.837591001846581,6,signal,signal
BT_1771660907612_26,BTC/USDT,SMA_5_20,short,2026-01-24T08:00:00+00:00,2026-01-26T06:00:00+00:00,89660.88,87937.44,0.001,-175.87488,19.22176092851199,177.59832,-0.28496262807133227,39.9969306569376,46,signal,signal
BT_1771660907615_27,BTC/USDT,SMA_5_20,long,2026-01-26T06:00:00+00:00,2026-01-27T10:00:00+00:00,87937.44,87786.53,0.001,-175.87488000000002,-1.7161063592481596,175.72397,-10.256495981688886,12.196852671626528,28,signal,signal
BT_1771660907617_28,BTC/USDT,SMA_5_20,short,2026-01-27T10:00:00+00:00,2026-01-27T20:00:00+00:00,87786.53,89396.16,0.001,-178.79232000000002,-18.335728727402767,177.18269,-11.77128199508513,5.492870033705594,10,signal,signal
BT_1771660907620_29,BTC/USDT,SMA_5_20,long,2026-01-27T20:00:00+00:00,2026-01-28T22:00:00+00:00,89396.16,89396.15,0.001,-178.79232,-0.00011186162816516086,178.79231,-11.439753116912385,13.466350232493168,26,signal,signal
BT_1771660907625_30,BTC/USDT,SMA_5_20,short,2026-01-28T22:00:00+00:00,2026-01-30T18:00:00+00:00,89396.15,83931.13,0.001,-167.86226000000002,61.13261029697576,173.32728,-0.9272211387179361,92.60074399177141,44,signal,signal
BT_1771660907628_31,BTC/USDT,SMA_5_20,long,2026-01-30T18:00:00+00:00,2026-01-31T08:00:00+00:00,83931.13,83074.07,0.001,-167.86226,-10.211467425733428,167.0052,-24.54107313937045,8.221383412805222,14,signal,signal
BT_1771660907631_32,BTC/USDT,SMA_5_20,short,2026-01-31T08:00:00+00:00,2026-02-01T12:00:00+00:00,83074.07,78459.67,0.001,-156.91934,55.54561128400244,161.53374000000002,-6.68090536553698,88.52545686036584,28,signal,signal
BT_1771660907632_33,BTC/USDT,SMA_5_20,long,2026-02-01T12:00:00+00:00,2026-02-01T14:00:00+00:00,78459.67,78211.12,0.001,-156.91934,-3.1678695564231014,156.67079,-3.268685682720713,3.9384565344207383,2,signal,signal
BT_1771660907635_34,BTC/USDT,SMA_5_20,short,2026-02-01T14:00:00+00:00,2026-02-02T10:00:00+00:00,78211.12,77504.54,0.001,-155.00907999999998,9.034265204231852,155.71565999999999,-3.9493105328245486,46.12029593745743,20,signal,signal
BT_1771660907637_35,BTC/USDT,SMA_5_20,long,2026-02-02T10:00:00+00:00,2026-02-03T06:00:00+00:00,77504.54,78594.17,0.001,-155.00907999999998,14.058918354976429,156.09870999999998,-0.6893789705737629,23.940016933201676,20,signal,signal
BT_1771660907638_36,BTC/USDT,SMA_5_20,short,2026-02-03T06:00:00+00:00,2026-02-03T07:00:00+00:00,78594.17,78794.67,0.001,-157.58934000000002,-2.551079806555626,157.38884000000002,-0.9127903507347332,8.196155007426102,1,signal,signal
BT_1771660907638_37,BTC/USDT,SMA_5_20,long,2026-02-03T07:00:00+00:00,2026-02-03T09:00:00+00:00,78794.67,78400.01,0.001,-157.58934000000002,-5.008714421927314,157.19468,-4.188988925266042,3.6756293287349937,2,signal,signal
BT_1771660907641_38,BTC/USDT,SMA_5_20,short,2026-02-03T09:00:00+00:00,2026-02-04T06:00:00+00:00,78400.01,76652.68,0.001,-153.30535999999998,22.28736960620288,155.05268999999998,-5.629336016666466,69.57282275856846,21,signal,signal
BT_1771660907642_39,BTC/USDT,SMA_5_20,long,2026-02-04T06:00:00+00:00,2026-02-04T13:00:00+00:00,76652.68,74867.0,0.001,-153.30535999999998,-23.295728211981544,151.51968,-12.872087446909788,1.660998676106393,7,signal,signal
BT_1771660907648_40,BTC/USDT,SMA_5_20,short,2026-02-04T13:00:00+00:00,2026-02-06T09:00:00+00:00,74867.0,65799.55,0.001,-131.59910000000002,121.11410901999542,140.66655000000003,-17.630998971509424,198.5788130952222,44,signal,signal
BT_1771660907651_41,BTC/USDT,SMA_5_20,long,2026-02-06T09:00:00+00:00,2026-02-07T08:00:00+00:00,65799.55,68495.01,0.001,-131.5991,40.96471784381492,134.29456,-15.727311205015928,90.45320218755293,23,signal,signal
BT_1771660907652_42,BTC/USDT,SMA_5_20,short,2026-02-07T08:00:00+00:00,2026-02-07T20:00:00+00:00,68495.01,69631.18,0.001,-139.26236,-16.58763171214952,138.12619,-21.97211154506015,13.322576345342513,12,signal,signal
BT_1771660907656_43,BTC/USDT,SMA_5_20,long,2026-02-07T20:00:00+00:00,2026-02-09T01:00:00+00:00,69631.18,70369.53,0.001,-139.26236,10.603726663830857,140.00071,-12.11870888874778,37.91735254235259,29,signal,signal
BT_1771660907657_44,BTC/USDT,SMA_5_20,short,2026-02-09T01:00:00+00:00,2026-02-09T06:00:00+00:00,70369.53,70667.95,0.001,-141.3359,-4.2407559067113025,141.03748000000002,-15.404394487216273,4.282393246054163,5,signal,signal
BT_1771660907658_45,BTC/USDT,SMA_5_20,long,2026-02-09T06:00:00+00:00,2026-02-09T07:00:00+00:00,70667.95,70422.59,0.001,-141.3359,-3.4720124186424055,141.09054,-5.04118203513757,5.328723983078708,1,signal,signal
BT_1771660907659_46,BTC/USDT,SMA_5_20,short,2026-02-09T07:00:00+00:00,2026-02-09T19:00:00+00:00,70422.59,70957.01,0.001,-141.91402,-7.588758095946177,141.37959999999998,-8.3696154884392,30.027154638873643,12,signal,signal
BT_1771660907661_47,BTC/USDT,SMA_5_20,long,2026-02-09T19:00:00+00:00,2026-02-10T06:00:00+00:00,70957.01,68921.35,0.001,-141.91401999999997,-28.68863837413652,139.87836,-24.64027162362104,2.3815828767306466,11,signal,signal
BT_1771660907662_48,BTC/USDT,SMA_5_20,short,2026-02-10T06:00:00+00:00,2026-02-10T19:00:00+00:00,68921.35,69062.01,0.001,-138.12402,-2.040877028670926,137.98336,-15.558313933200502,16.269994711363108,13,signal,signal
BT_1771660907663_49,BTC/USDT,SMA_5_20,long,2026-02-10T19:00:00+00:00,2026-02-10T21:00:00+00:00,69062.01,68656.21,0.001,-138.12402,-5.875878793565208,137.71822,-6.263067061036794,3.503807665024671,2,signal,signal
BT_1771660907666_50,BTC/USDT,SMA_5_20,short,2026-02-10T21:00:00+00:00,2026-02-11T21:00:00+00:00,68656.21,67811.17,0.001,-135.62233999999998,12.308282091306936,136.46738,-9.273305357228402,42.24250071479341,24,signal,signal
BT_1771660907668_51,BTC/USDT,SMA_5_20,long,2026-02-11T21:00:00+00:00,2026-02-12T08:00:00+00:00,67811.17,67141.15,0.001,-135.62233999999998,-9.880673051357233,134.95232,-16.822007347757033,8.23758091771615,11,signal,signal
BT_1771660907668_52,BTC/USDT,SMA_5_20,short,2026-02-12T08:00:00+00:00,2026-02-12T09:00:00+00:00,67141.15,67550.47,0.001,-135.10094,-6.096410323624291,134.69162,-3.021247029578818,3.716796629190718,1,signal,signal
BT_1771660907670_53,BTC/USDT,SMA_5_20,long,2026-02-12T09:00:00+00:00,2026-02-12T16:00:00+00:00,67550.47,65863.37,0.001,-135.10094,-24.975399875086072,133.41384,-7.927257945059527,12.731961746528231,7,signal,signal
BT_1771660907672_54,BTC/USDT,SMA_5_20,short,2026-02-12T16:00:00+00:00,2026-02-13T08:00:00+00:00,65863.37,66699.96,0.001,-133.39992,-12.701900920041156,132.56333,-20.78044290779531,11.316912572192942,16,signal,signal
BT_1771660907677_55,BTC/USDT,SMA_5_20,long,2026-02-13T08:00:00+00:00,2026-02-15T02:00:00+00:00,66699.96,69480.01,0.001,-133.39992,41.679935040440625,136.17997,-7.622793177087398,57.87184879870975,42,signal,signal
BT_1771660907678_56,BTC/USDT,SMA_5_20,short,2026-02-15T02:00:00+00:00,2026-02-15T05:00:00+00:00,69480.01,70267.61,0.001,-140.53521999999998,-11.335634522793043,139.74761999999998,-14.947608671904513,3.288859630273438,3,signal,signal
BT_1771660907679_57,BTC/USDT,SMA_5_20,long,2026-02-15T05:00:00+00:00,2026-02-15T13:00:00+00:00,70267.61,68930.0,0.001,-140.53522,-19.03593988752429,139.19761,-13.629892919369327,10.18093542672078,8,signal,signal
BT_1771660907682_58,BTC/USDT,SMA_5_20,short,2026-02-15T13:00:00+00:00,2026-02-16T10:00:00+00:00,68930.0,68798.22,0.001,-137.59644000000003,1.911794574205699,137.72822000000002,-10.011025678224254,13.491948353402003,21,signal,signal
BT_1771660907682_59,BTC/USDT,SMA_5_20,long,2026-02-16T10:00:00+00:00,2026-02-16T15:00:00+00:00,68798.22,67539.52,0.001,-137.59644,-18.295531483227283,136.33774,-8.331901610245165,19.309365852779287,5,signal,signal
BT_1771660907684_60,BTC/USDT,SMA_5_20,short,2026-02-16T15:00:00+00:00,2026-02-16T23:00:00+00:00,67539.52,68892.43,0.001,-137.78485999999998,-20.03138310725319,136.43195,-20.64465367832051,3.6335763120614937,8,signal,signal
BT_1771660907685_61,BTC/USDT,SMA_5_20,long,2026-02-16T23:00:00+00:00,2026-02-17T07:00:00+00:00,68892.43,68388.12,0.001,-137.78486,-7.320252747653083,137.28055,-14.521624509398102,5.066884707071692,8,signal,signal
BT_1771660907688_62,BTC/USDT,SMA_5_20,short,2026-02-17T07:00:00+00:00,2026-02-18T06:00:00+00:00,68388.12,67850.52,0.001,-135.70104,7.861014456896771,136.23864,-1.343508199962284,25.838698300231062,23,signal,signal
BT_1771660907690_63,BTC/USDT,SMA_5_20,long,2026-02-18T06:00:00+00:00,2026-02-18T13:00:00+00:00,67850.52,67236.88,0.001,-135.70104,-9.043998483725687,135.0874,-11.401828607945966,9.221742147296691,7,signal,signal
BT_1771660907692_64,BTC/USDT,SMA_5_20,short,2026-02-18T13:00:00+00:00,2026-02-19T06:00:00+00:00,67236.88,67150.12,0.001,-134.30024,1.2903632649226038,134.387,-16.521290101503766,20.329319266450266,17,signal,signal
BT_1771660907693_65,BTC/USDT,SMA_5_20,long,2026-02-19T06:00:00+00:00,2026-02-19T13:00:00+00:00,67150.12,65913.37,0.001,-134.30024,-18.417688605768685,133.06349,-12.282628832234385,2.5298540047285796,7,signal,signal
BT_1771660907694_66,BTC/USDT,SMA_5_20,short,2026-02-19T13:00:00+00:00,2026-02-19T20:00:00+00:00,65913.37,67149.11,0.001,-134.29822,-18.747941426754622,133.06248,-19.49118972372389,4.271364064680559,7,signal,signal
BT_1771660907697_67,BTC/USDT,SMA_5_20,long,2026-02-19T20:00:00+00:00,2026-02-20T14:00:00+00:00,67149.11,67069.65,0.001,-134.29822000000001,-1.1833366071420217,134.21876,-12.940007693326145,17.413186861300154,18,signal,signal
BT_1771660907697_68,BTC/USDT,SMA_5_20,short,2026-02-20T14:00:00+00:00,2026-02-20T18:00:00+00:00,67069.65,67924.21,0.001,-135.84842,-12.741381533972701,134.99385999999998,-15.123532029763117,8.003321919825119,4,signal,signal
BT_1771660907914_0,BTC/USDT,SMA_5_50,short,2026-01-15T20:00:00+00:00,2026-01-17T18:00:00+00:00,95260.67,95428.25,0.001,-190.8565,-1.759173014424544,190.68892,-6.411880159986308,10.153298312934309,46,signal,signal
BT_1771660907915_1,BTC/USDT,SMA_5_50,long,2026-01-17T18:00:00+00:00,2026-01-17T20:00:00+00:00,95428.25,95378.18,0.001,-190.8565,-0.524687396027979,190.80643,-1.4413970705739958,0.3953755832260984,2,signal,signal
BT_1771660907918_2,BTC/USDT,SMA_5_50,short,2026-01-17T20:00:00+00:00,2026-01-18T19:00:00+00:00,95378.18,95380.99,0.001,-190.76198000000002,-0.029461665131503077,190.75917,-1.5048515289347457,5.261685639210051,23,signal,signal
BT_1771660907919_3,BTC/USDT,SMA_5_50,long,2026-01-18T19:00:00+00:00,2026-01-18T23:00:00+00:00,95380.99,93673.14,0.001,-190.76198000000002,-17.90555958792214,189.05413000000001,-1.0144579124205915,1.5740033732087502,4,signal,signal
BT_1771660907930_5,BTC/USDT,SMA_5_50,long,2026-01-22T04:00:00+00:00,2026-01-22T15:00:00+00:00,89998.91,89000.01,0.001,-179.99782000000002,-11.099023310393523,178.99892,-10.657129069674339,3.789934789210186,11,signal,signal
BT_1771660907931_6,BTC/USDT,SMA_5_50,short,2026-01-22T15:00:00+00:00,2026-01-22T21:00:00+00:00,89000.01,89268.66,0.001,-178.53732000000002,-3.018538986681111,178.26867000000001,-10.63056060330791,5.4453926465850895,6,signal,signal
BT_1771660907931_7,BTC/USDT,SMA_5_50,long,2026-01-22T21:00:00+00:00,2026-01-22T22:00:00+00:00,89268.66,89346.99,0.001,-178.53732000000002,0.8774636025678187,178.61565000000002,-0.33987291844636747,4.487017056153894,1,signal,signal
BT_1771660907932_8,BTC/USDT,SMA_5_50,short,2026-01-22T22:00:00+00:00,2026-01-22T23:00:00+00:00,89346.99,89559.67,0.001,-179.11934,-2.3803823721425084,178.90666,-2.4512297504369736,2.315243076459549,1,signal,signal
BT_1771660907932_9,BTC/USDT,SMA_5_50,long,2026-01-22T23:00:00+00:00,2026-01-23T00:00:00+00:00,89559.67,89520.01,0.001,-179.11934,-0.4428332529586531,179.07968,-4.342691302904455,0.26741947575283703,1,signal,signal
BT_1771660907932_10,BTC/USDT,SMA_5_50,short,2026-01-23T00:00:00+00:00,2026-01-23T01:00:00+00:00,89520.01,89939.38,0.001,-179.87876,-4.684650951223195,179.45938999999998,-1.3274127203515924,0.7766978578308787,1,signal,signal
BT_1771660907934_11,BTC/USDT,SMA_5_50,long,2026-01-23T01:00:00+00:00,2026-01-23T09:00:00+00:00,89939.38,88977.72,0.001,-179.87876,-10.692312977919165,178.9171,-8.961925243425059,1.6628978318507162,8,signal,signal
BT_1771660907937_13,BTC/USDT,SMA_5_50,long,2026-01-23T17:00:00+00:00,2026-01-23T23:00:00+00:00,90600.0,89600.26,0.001,-181.20000000000002,-11.034657836644648,180.20026000000001,-15.445033112582859,6.898344370860984,6,signal,signal
BT_1771660907938_14,BTC/USDT,SMA_5_50,short,2026-01-23T23:00:00+00:00,2026-01-24T04:00:00+00:00,89600.26,89829.35,0.001,-179.6587,-2.556800616426906,179.42961,-3.985814326878122,1.9628291257190031,5,signal,signal
BT_1771660907938_15,BTC/USDT,SMA_5_50,long,2026-01-24T04:00:00+00:00,2026-01-24T13:00:00+00:00,89829.35,89368.22,0.001,-179.6587,-5.1334001637549935,179.19757,-3.8125623752148985,0.2675072234186136,9,signal,signal
BT_1771660907946_16,BTC/USDT,SMA_5_50,short,2026-01-24T13:00:00+00:00,2026-01-27T00:00:00+00:00,89368.22,88353.97,0.001,-176.70794,11.349112693527967,177.72219,-1.9270832517420753,36.853145335109055,59,signal,signal
BT_1771660907953_17,BTC/USDT,SMA_5_50,long,2026-01-27T00:00:00+00:00,2026-01-29T02:00:00+00:00,88353.97,87907.06,0.001,-176.70794,-5.058176785944124,176.26103,-11.879941557804356,25.420815838835527,50,signal,signal
BT_1771660907965_18,BTC/USDT,SMA_5_50,short,2026-01-29T02:00:00+00:00,2026-02-02T15:00:00+00:00,87907.06,78850.06,0.001,-157.70012,103.02926750138157,166.75712,-9.641773937155921,151.33096249607254,109,signal,signal
BT_1771660907969_19,BTC/USDT,SMA_5_50,long,2026-02-02T15:00:00+00:00,2026-02-03T16:00:00+00:00,78850.06,76488.08,0.001,-157.70012,-29.955335481038265,155.33814,-22.75863835740904,6.467211312204485,25,signal,signal
BT_1771660907978_20,BTC/USDT,SMA_5_50,short,2026-02-03T16:00:00+00:00,2026-02-06T17:00:00+00:00,76488.08,70753.53,0.001,-141.50705999999997,74.97311999464496,147.24160999999998,-21.525576272799594,215.56404605789558,73,signal,signal
BT_1771660907986_21,BTC/USDT,SMA_5_50,long,2026-02-06T17:00:00+00:00,2026-02-09T10:00:00+00:00,70753.53,68727.88,0.001,-141.50706,-28.629666957959472,139.48141,-48.810709515129474,21.453063896599996,65,signal,signal
BT_1771660907987_22,BTC/USDT,SMA_5_50,short,2026-02-09T10:00:00+00:00,2026-02-09T19:00:00+00:00,68727.88,70957.01,0.001,-141.91402,-32.43414462951556,139.68489,-33.234256607362184,6.109311097621585,9,signal,signal
BT_1771660907995_24,BTC/USDT,SMA_5_50,short,2026-02-10T01:00:00+00:00,2026-02-12T13:00:00+00:00,70486.82,68376.58,0.001,-136.75316,29.938079204027147,138.8634,-0.5784060055481226,67.11637721775512,60,signal,signal
BT_1771660907996_25,BTC/USDT,SMA_5_50,long,2026-02-12T13:00:00+00:00,2026-02-12T16:00:00+00:00,68376.58,65863.37,0.001,-136.75316000000004,-36.75542122756076,134.23995000000002,-19.913250999099485,0.4963687859205934,3,signal,signal
BT_1771660908005_27,BTC/USDT,SMA_5_50,long,2026-02-13T12:00:00+00:00,2026-02-15T15:00:00+00:00,67084.0,69099.99,0.001,-134.16799999999998,30.05172619402548,136.18399,-3.227744320553319,58.121161528829525,51,signal,signal
BT_1771660908018_28,BTC/USDT,SMA_5_50,short,2026-02-15T15:00:00+00:00,2026-02-20T00:00:00+00:00,69099.99,67228.91,0.001,-134.45782,27.07786209520438,136.3289,-14.857889270316724,50.19045588863331,105,signal,signal
BT_1771660908246_1,BTC/USDT,SMA_5_100,long,2026-01-23T19:00:00+00:00,2026-01-23T21:00:00+00:00,89982.79,89349.99,0.001,-179.96558,-7.032455872950688,179.33278,-8.691773171291983,6.13228374003521,2,signal,signal
BT_1771660908248_2,BTC/USDT,SMA_5_100,short,2026-01-23T21:00:00+00:00,2026-01-24T08:00:00+00:00,89349.99,89660.88,0.001,-179.32176,-3.4794631762129957,179.01087,-6.797986211302252,0.3692222013679603,11,signal,signal
BT_1771660908248_3,BTC/USDT,SMA_5_100,long,2026-01-24T08:00:00+00:00,2026-01-24T09:00:00+00:00,89660.88,89600.0,0.001,-179.32176,-0.6790029274752227,179.26088000000001,-0.8683831789293233,0.28496262807133227,1,signal,signal
BT_1771660908258_4,BTC/USDT,SMA_5_100,short,2026-01-24T09:00:00+00:00,2026-01-27T22:00:00+00:00,89600.0,89243.63,0.001,-178.48726000000002,3.977343749999948,178.84363000000002,-0.851116071428513,39.344642857142844,85,signal,signal
BT_1771660908262_5,BTC/USDT,SMA_5_100,long,2026-01-27T22:00:00+00:00,2026-01-29T04:00:00+00:00,89243.63,88315.2,0.001,-178.48726000000002,-10.403319542246406,177.55883,-17.251987620853214,15.19850772542528,30,signal,signal
BT_1771660908290_6,BTC/USDT,SMA_5_100,short,2026-01-29T04:00:00+00:00,2026-02-08T09:00:00+00:00,88315.2,70107.19,0.001,-140.21438,206.17073844592997,158.42239,-2.092505027447177,320.6152508288494,245,signal,signal
BT_1771660908296_7,BTC/USDT,SMA_5_100,long,2026-02-08T09:00:00+00:00,2026-02-10T07:00:00+00:00,70107.19,68919.66,0.001,-140.21438000000003,-16.93877617973276,139.02685000000002,-25.663416263011,30.870157540189545,46,signal,signal
BT_1771660908306_8,BTC/USDT,SMA_5_100,short,2026-02-10T07:00:00+00:00,2026-02-13T16:00:00+00:00,68919.66,68954.69,0.001,-137.90938,-0.5082729659432277,137.87435,-15.583216748312317,55.160748036191755,81,signal,signal
BT_1771660908314_9,BTC/USDT,SMA_5_100,long,2026-02-13T16:00:00+00:00,2026-02-16T16:00:00+00:00,68954.69,67888.7,0.001,-137.90938,-15.459282029982372,136.84339,-24.082190783542085,29.41511302566943,72,signal,signal
BT_1771660908316_10,BTC/USDT,SMA_5_100,short,2026-02-16T16:00:00+00:00,2026-02-17T00:00:00+00:00,67888.7,68878.27,0.001,-137.75654000000003,-14.576358068426806,136.76697000000001,-16.058342551853364,5.520211758363244,8,signal,signal
BT_1771660908316_11,BTC/USDT,SMA_5_100,long,2026-02-17T00:00:00+00:00,2026-02-17T03:00:00+00:00,68878.27,68474.9,0.001,-137.75654,-5.856273683993658,137.35316999999998,-7.129534467111427,5.273506433886855,3,signal,signal
BT_1771660908325_12,BTC/USDT,SMA_5_100,short,2026-02-17T03:00:00+00:00,2026-02-20T07:00:00+00:00,68474.9,67825.91,0.001,-135.65182000000001,9.477779449111875,136.30081,-5.633889206117845,41.519885388660555,76,signal,signal
BT_1771660908327_13,BTC/USDT,SMA_5_100,long,2026-02-20T07:00:00+00:00,2026-02-20T14:00:00+00:00,67825.91,67069.65,0.001,-135.65182,-11.150016269593866,134.89556,-22.78937355945547,7.26094202053457,7,signal,signal
BT_1771660908532_0,BTC/USDT,SMA_10_20,short,2026-01-12T14:00:00+00:00,2026-01-12T22:00:00+00:00,90908.95,91244.99,0.001,-182.48998,-3.69644572949097,182.15394,-15.653574263040143,8.58562330771607,8,signal,signal
BT_1771660908538_1,BTC/USDT,SMA_10_20,long,2026-01-12T22:00:00+00:00,2026-01-15T07:00:00+00:00,91244.99,96630.48,0.001,-182.48998,59.02230906047543,187.87547,-2.217436814887061,73.2040192014926,57,signal,signal
BT_1771660908540_2,BTC/USDT,SMA_10_20,short,2026-01-15T07:00:00+00:00,2026-01-15T16:00:00+00:00,96630.48,96738.51,0.001,-193.47701999999998,-1.1179702305111063,193.36899,-5.824870165190121,12.362248433413479,9,signal,signal
